"EIR","gamma_llin","r_clin","v_max","alpha","beta","rho1","rho2","d_s","d_l","sample"
0.0562740674449159,0.759444887160411,1.26113978202228,0.828891595586796,1.5196749898792,979.020486165789,0.678816473783274,0.540571934442854,46.9348501596196,548.955686591947,1
0.0653125490906312,0.808268303788288,1.13501699741579,0.85250847583464,0.548982357716359,67.0679434798717,0.707869358759464,0.537233709853301,44.7870316755213,449.141853170549,2
0.0667310968310628,0.72523935894339,1.19262193420122,0.883382781641773,0.971208533572128,723.593961309945,0.701243645440021,0.516341545472757,44.6299037206364,528.59665214906,3
0.0609969567685794,0.726290382150647,1.14097005583255,0.958876344043559,0.579271690293534,625.269498596563,0.70333109176415,0.532041711155192,47.8323325428928,535.024987662195,4
0.0706961605443185,0.779084582446417,1.18059818958349,0.941199592955871,0.583781883666071,213.661096606007,0.671120042291273,0.523397143175431,43.832457040826,551.278653847374,5
0.0613193917781215,0.882180676165977,1.19315471459659,0.802505675627023,1.08070368394467,213.305429893823,0.701002925482966,0.496520518518487,46.2151404733722,606.871744760644,6
0.0721272026966544,0.735695453307945,1.21166674460412,0.802524512137694,1.13553389045151,210.861377343348,0.673089412943108,0.525969493145237,45.1657841552027,500.395303228656,7
0.047934675070742,1.23574501909721,1.1213964348503,0.965047383132163,0.468509038473384,259.159212300139,0.677904840826836,0.51191390715157,43.1295552113446,524.46233979027,8
0.0633931787934492,0.769164717120138,1.198703075197,0.943749339497557,0.646304918652978,560.961317822405,0.698674776021297,0.523543396245012,44.3531618205823,536.791450287946,9
0.0829896851610522,0.617839637857266,1.17328483786382,0.858519971012913,1.11025711954138,477.479580500739,0.698888200189405,0.481792201009334,45.8080725095844,483.597351122582,10
0.0507831888664445,0.784846998933684,1.27729179642037,0.857005829397345,0.882794054699117,480.833737865598,0.673503687306934,0.549409567200866,42.3768330036739,493.327664029125,11
0.0676157836841876,0.769559083445514,1.15260041731506,0.826257168834891,1.39978204102698,615.243166056826,0.697889736698184,0.522613488370998,47.0866793442265,499.874585833886,12
0.0597812233279327,0.825357125918049,1.14805774306428,0.822100830161219,1.24001893279544,490.387730793483,0.704812565675177,0.522134104886793,44.8663793301299,456.693463613824,13
0.0808292492276429,0.822194096042846,1.04965752581161,0.790562439280396,1.73095364167417,515.978044422433,0.718570323595018,0.493465063442616,47.1907715148177,533.356873349368,14
0.0502489581622989,0.910919062037399,1.22337336200175,0.882128644248105,0.890471468518743,613.085809171088,0.666409865714479,0.527437093386727,42.1273395247049,508.735321581267,15
0.0751016201566155,0.756230394501387,1.10582825068299,0.796347593493999,1.29078812891407,138.092170177393,0.71710843594628,0.534927908614862,49.8822217804502,481.482471600813,16
0.0761770791190308,1.0186970501169,0.934312216429345,0.82160520233545,0.96831950193055,139.795613683528,0.704241862927715,0.540301126910878,44.5821851161411,496.844179117474,17
0.0504710677467722,0.844479539741373,1.40252806037058,0.895639783088633,0.962293362463433,729.197601827149,0.702182278722784,0.497038289994041,47.2866358157157,482.196624673655,18
0.0465332568495071,0.709294183828192,1.50830758820801,0.904960639115598,0.777292494605546,612.193077365226,0.686197688981401,0.499628273911942,48.0504946515298,455.90585350073,19
0.0771857259198233,0.770446529740107,1.10657334992604,0.918833210945038,1.04895083010766,937.046116105082,0.683478116511852,0.515943369053698,44.4103951009891,505.307232877372,20
0.0514109612932994,1.16845765436252,1.02672931081479,0.798613451601701,1.61144237438978,433.904227220165,0.68560731620185,0.524498432713318,45.8618772986177,541.663149222654,21
0.0610445586352597,0.836642527678957,1.14707027546018,0.823245402795041,0.75319744942014,156.30043211343,0.70034557188467,0.509479605681283,43.2714729816519,603.067834434714,22
0.0871339877069804,0.773703771441808,1.00376482228025,0.824565981306815,0.726416890148003,135.574584315559,0.667528160164047,0.498221486152515,43.7431046941125,502.025117170376,23
0.053771449939184,0.806548453460722,1.31708210782288,0.967009420817045,0.669696607273837,524.707966961495,0.69517813871295,0.509764839135721,45.5272833679527,523.159304928941,24
0.0931258162447812,0.675013699852157,1.01701254665601,0.887333131706224,0.745272131986648,428.110060410011,0.683369211684275,0.49109399317837,39.8398373635504,465.81907311352,25
0.055546707382286,0.706743348898233,1.31674557905992,0.899862052652953,1.00473176543112,909.066787897252,0.677336962702125,0.520022922906696,43.1179249177612,517.912262991734,26
0.0623046144236753,0.860475084617104,1.07896484754353,0.837632596052594,1.21637826261329,702.809770992733,0.69724571972917,0.512741718071151,46.3492826945123,558.600163179393,27
0.0638165169517358,0.959303554262287,1.02131908620721,0.883448100465305,1.24715879774371,1202.50947736267,0.704812606470607,0.503947650627906,44.5977950986385,549.643374025236,28
0.0839077328892,0.820675932556958,0.981180154058017,0.83502307806771,0.960009233315323,339.371850578224,0.701071179642146,0.511233044035474,45.1762509605087,537.847576958526,29
0.0853575966112019,0.720711053636052,1.06171053456462,0.814755213900409,1.33533068520316,543.293681876923,0.673735137313728,0.525341707937686,45.3857851442361,572.208871941736,30
0.0921440571285405,0.662968741998078,1.03211180656328,0.885486669635339,1.10856329049323,593.895545926377,0.723501001140993,0.528849184872858,46.235452558979,504.617972169075,31
0.0670391270618838,0.788614964310488,1.16477221203528,0.79750588764973,1.7176175934626,588.346650041547,0.667744087228748,0.515337529137501,46.5530135172214,625.083447548984,32
0.0497409275430018,1.01997408206109,1.19925880491477,0.828113075325285,0.632246309057053,84.774535542625,0.689583052371774,0.503209328148547,43.3099507257964,554.892163585601,33
0.0918117900462708,0.854462765282822,0.908040300218549,0.903186882675249,0.690029355061419,401.677823637958,0.666296227527939,0.502568590630064,42.384154894821,519.2479183346,34
0.0441551868422544,1.04839397674492,1.24373639428639,0.9286156277483,0.487950327781798,257.212448361043,0.670121268916708,0.48133479176751,47.0481647437275,440.948057973745,35
0.0483113026518371,0.99828097072837,1.30665970662572,0.799939924309674,0.778456250055243,133.584286037848,0.707050837530089,0.520403897125183,44.4726889230377,521.769250299584,36
0.109562580605681,0.521849465524177,1.04075495957862,0.848637171789767,0.681848721240231,185.308023760662,0.716462910441819,0.523562065454485,41.1848163584972,547.324846995435,37
0.0745937932895708,0.907998910165535,1.01227181807003,0.817083771076503,1.70136354238691,83.0503215141575,0.705481785278987,0.504459213910735,47.9294271509143,532.655976816385,38
0.0673984097333531,1.0617412731796,1.02306885529604,0.954805681180761,0.713783997795052,544.855845092178,0.67996039123254,0.54793676531726,44.6181203257195,564.365963018083,39
0.0525724151216706,0.793784163188644,1.34240368619969,0.839222922137452,0.847801276952136,323.896217028452,0.70393977778542,0.514637732841232,45.706441421977,496.87945906166,40
