"","par","prior_mean","prior_sd","prior_meanlog","prior_sdlog"
"1","global_duration1",NA,NA,3.79850436548426,0.0468110331879774
"2","global_duration2",NA,NA,6.27915084227264,0.0756914748978481
"3","global_rho1",0.807167555599538,0.0825488238386109,NA,NA
"4","global_rho2",0.0714033701850845,0.0787771092892667,NA,NA
