"par","mu","sd"
"r21_cs",9.31996769090708,0.838790167342217
"r21_cs_boost",9.23728583589125,0.718854059979932
"r21_cs_boost2",9.02469272522406,0.844628938337314
"r21_rho",0.807167555599538,0.601036312571891
"r21_rho_boost",0.0714033701850845,0.541751541442282
"r21_ds",3.79960070081055,0.16189823293268
"r21_dl",6.28202001859933,0.454918518452526
