"par","draw","mu","sd"
"r21_cs",1,9.31996769090708,0.838790167342217
"r21_cs",2,9.31996769090708,0.838790167342217
"r21_cs",3,9.31996769090708,0.838790167342217
"r21_cs",4,9.31996769090708,0.838790167342217
"r21_cs",5,9.31996769090708,0.838790167342217
"r21_cs",6,9.31996769090708,0.838790167342217
"r21_cs",7,9.31996769090708,0.838790167342217
"r21_cs",8,9.31996769090708,0.838790167342217
"r21_cs",9,9.31996769090708,0.838790167342217
"r21_cs",10,9.31996769090708,0.838790167342217
"r21_cs",11,9.31996769090708,0.838790167342217
"r21_cs",12,9.31996769090708,0.838790167342217
"r21_cs",13,9.31996769090708,0.838790167342217
"r21_cs",14,9.31996769090708,0.838790167342217
"r21_cs",15,9.31996769090708,0.838790167342217
"r21_cs",16,9.31996769090708,0.838790167342217
"r21_cs",17,9.31996769090708,0.838790167342217
"r21_cs",18,9.31996769090708,0.838790167342217
"r21_cs",19,9.31996769090708,0.838790167342217
"r21_cs",20,9.31996769090708,0.838790167342217
"r21_cs",21,9.31996769090708,0.838790167342217
"r21_cs",22,9.31996769090708,0.838790167342217
"r21_cs",23,9.31996769090708,0.838790167342217
"r21_cs",24,9.31996769090708,0.838790167342217
"r21_cs",25,9.31996769090708,0.838790167342217
"r21_cs",26,9.31996769090708,0.838790167342217
"r21_cs",27,9.31996769090708,0.838790167342217
"r21_cs",28,9.31996769090708,0.838790167342217
"r21_cs",29,9.31996769090708,0.838790167342217
"r21_cs",30,9.31996769090708,0.838790167342217
"r21_cs",31,9.31996769090708,0.838790167342217
"r21_cs",32,9.31996769090708,0.838790167342217
"r21_cs",33,9.31996769090708,0.838790167342217
"r21_cs",34,9.31996769090708,0.838790167342217
"r21_cs",35,9.31996769090708,0.838790167342217
"r21_cs",36,9.31996769090708,0.838790167342217
"r21_cs",37,9.31996769090708,0.838790167342217
"r21_cs",38,9.31996769090708,0.838790167342217
"r21_cs",39,9.31996769090708,0.838790167342217
"r21_cs",40,9.31996769090708,0.838790167342217
"r21_cs",41,9.31996769090708,0.838790167342217
"r21_cs",42,9.31996769090708,0.838790167342217
"r21_cs",43,9.31996769090708,0.838790167342217
"r21_cs",44,9.31996769090708,0.838790167342217
"r21_cs",45,9.31996769090708,0.838790167342217
"r21_cs",46,9.31996769090708,0.838790167342217
"r21_cs",47,9.31996769090708,0.838790167342217
"r21_cs",48,9.31996769090708,0.838790167342217
"r21_cs",49,9.31996769090708,0.838790167342217
"r21_cs",50,9.31996769090708,0.838790167342217
"r21_cs_boost",1,9.23728583589125,0.718854059979932
"r21_cs_boost",2,9.23728583589125,0.718854059979932
"r21_cs_boost",3,9.23728583589125,0.718854059979932
"r21_cs_boost",4,9.23728583589125,0.718854059979932
"r21_cs_boost",5,9.23728583589125,0.718854059979932
